"id","Le","L","LX","LXG1","LXG2","DIFN","MTA.ell","x","VZA","rings","azimuths","mask","lens","channel","stretch","gamma","zonal","method","thd"
"Pl_West_7386_1.jpg",2.8,4.6,0.61,0.71,0.6,13.13,44,1.67,"6.42857142857143_19.2857142857143_32.1428571428571_45_57.8571428571429_70.7142857142857_83.5714285714286",7,8,"568_568_566","equidistant","2BG","FALSE","2.2","FALSE","Otsu","100"
