"id","Le","L","LX","LXG1","LXG2","DIFN","MTA.ell","x","VZA","rings","azimuths","mask","lens","channel","stretch","gamma","zonal","method","thd"
"Py_West7375_1.jpg",2.55,2.95,0.86,0.77,0.68,15.923,54,1.18,"6.42857142857143_19.2857142857143_32.1428571428571_45_57.8571428571429_70.7142857142857_83.5714285714286",7,8,"516_516_514","equidistant","2BG","FALSE","2.2","FALSE","Otsu","72"
