"id","Le","L","LX","LXG1","LXG2","DIFN","MTA.ell","x","VZA","rings","azimuths","mask","lens","channel","stretch","gamma","zonal","method","thd"
"PL_PYE_DSCN7365.jpg",1.67,2.35,0.71,0.64,0.51,34.243,80,0.26,"5_15_25_35_45_55_65",7,8,"562_562_560","equidistant","2BG","FALSE","2.2","FALSE","Otsu","87"
